Math_Score,Science_Score,Programming_Skill,Communication_Skill,Logical_Ability,R_score,I_score,A_score,S_score,E_score,C_score,Career,Required_Skills,Salary_Range,Learning_Path
88,82,2,4,2,4,3,5,8,3,1,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
87,63,2,5,4,3,2,8,7,2,2,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
86,68,2,3,4,2,7,3,5,2,7,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
87,79,5,4,5,4,8,4,3,4,6,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
72,70,5,4,5,4,10,5,2,3,4,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
91,81,4,4,2,5,8,2,8,1,4,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
78,80,2,3,4,1,10,5,3,2,5,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
78,74,4,4,5,1,8,0,2,1,8,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
92,80,2,4,2,6,4,1,3,8,3,Product Management,"Roadmap Planning, Agile/Scrum, User Research, Data Analysis, Leadership",₹6-60 LPA,"1-2 Months: Product Thinking & Market Research | 3-4 Months: Agile, Roadmapping & User Stories | 5-6 Months: Data-driven Decisions & A/B Testing | 6+ Months: Launch a Product & Build Case Studies"
88,88,3,3,2,3,8,4,6,2,2,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
62,90,3,5,4,7,2,1,2,10,2,Product Management,"Roadmap Planning, Agile/Scrum, User Research, Data Analysis, Leadership",₹6-60 LPA,"1-2 Months: Product Thinking & Market Research | 3-4 Months: Agile, Roadmapping & User Stories | 5-6 Months: Data-driven Decisions & A/B Testing | 6+ Months: Launch a Product & Build Case Studies"
85,85,3,3,4,2,8,5,3,2,6,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
81,97,4,2,2,1,5,1,7,3,3,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
79,81,3,2,4,3,8,1,8,3,4,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
75,70,4,4,2,4,3,1,2,7,2,Product Management,"Roadmap Planning, Agile/Scrum, User Research, Data Analysis, Leadership",₹6-60 LPA,"1-2 Months: Product Thinking & Market Research | 3-4 Months: Agile, Roadmapping & User Stories | 5-6 Months: Data-driven Decisions & A/B Testing | 6+ Months: Launch a Product & Build Case Studies"
92,87,4,4,4,3,6,4,5,1,5,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
87,81,2,2,4,4,6,2,6,2,2,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
69,84,3,5,2,2,2,6,6,3,5,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
60,80,2,4,3,3,6,2,8,2,2,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
90,72,2,2,5,2,3,0,4,3,9,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
93,70,2,4,4,0,4,1,1,2,7,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
66,93,2,4,4,2,7,4,9,1,2,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
88,92,2,4,2,0,1,5,7,5,2,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
88,83,3,3,5,0,2,3,4,1,7,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
62,86,2,2,3,2,7,0,9,1,5,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
78,89,3,2,4,2,8,2,0,3,8,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
90,61,4,2,4,5,4,3,4,3,9,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
62,65,2,4,3,6,2,5,2,9,1,Product Management,"Roadmap Planning, Agile/Scrum, User Research, Data Analysis, Leadership",₹6-60 LPA,"1-2 Months: Product Thinking & Market Research | 3-4 Months: Agile, Roadmapping & User Stories | 5-6 Months: Data-driven Decisions & A/B Testing | 6+ Months: Launch a Product & Build Case Studies"
76,66,4,2,4,5,3,2,0,1,7,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
82,66,2,5,2,2,5,7,8,3,4,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
78,91,3,4,5,1,7,1,0,1,6,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
82,74,4,2,5,1,4,1,0,1,6,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
88,85,3,4,4,3,2,3,0,2,10,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
87,82,2,5,4,1,2,5,7,3,4,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
90,94,4,3,5,1,6,4,2,5,8,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
83,74,3,3,4,1,8,5,4,4,5,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
94,97,2,4,3,5,7,1,6,0,1,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
84,72,3,4,2,2,2,5,10,0,1,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
90,61,3,2,5,4,1,2,0,5,8,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
92,62,3,3,5,4,0,5,3,4,9,Data Analytics,"SQL, Excel, Data Visualization, Power BI/Tableau, Critical Thinking",₹3-28 LPA,"1-2 Months: Excel, SQL & Data Basics | 3-4 Months: Power BI/Tableau & Dashboard Building | 5-6 Months: Advanced SQL & Statistical Analysis | 6+ Months: End-to-end Analytics Projects"
85,69,3,2,5,2,7,2,3,3,7,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
85,71,3,4,3,2,3,6,7,4,5,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
76,91,2,4,2,6,4,1,4,9,3,Product Management,"Roadmap Planning, Agile/Scrum, User Research, Data Analysis, Leadership",₹6-60 LPA,"1-2 Months: Product Thinking & Market Research | 3-4 Months: Agile, Roadmapping & User Stories | 5-6 Months: Data-driven Decisions & A/B Testing | 6+ Months: Launch a Product & Build Case Studies"
82,90,2,5,2,4,4,6,8,1,3,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
86,93,5,4,4,1,7,1,1,3,6,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
80,68,3,5,2,6,4,1,3,8,2,Product Management,"Roadmap Planning, Agile/Scrum, User Research, Data Analysis, Leadership",₹6-60 LPA,"1-2 Months: Product Thinking & Market Research | 3-4 Months: Agile, Roadmapping & User Stories | 5-6 Months: Data-driven Decisions & A/B Testing | 6+ Months: Launch a Product & Build Case Studies"
63,80,4,4,4,3,4,7,7,2,1,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
68,79,2,5,3,5,5,2,2,10,2,Product Management,"Roadmap Planning, Agile/Scrum, User Research, Data Analysis, Leadership",₹6-60 LPA,"1-2 Months: Product Thinking & Market Research | 3-4 Months: Agile, Roadmapping & User Stories | 5-6 Months: Data-driven Decisions & A/B Testing | 6+ Months: Launch a Product & Build Case Studies"
82,80,4,2,5,1,8,1,2,2,7,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
70,83,3,4,3,4,3,8,8,5,5,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
70,90,4,4,3,3,5,1,6,5,0,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
68,64,4,4,2,7,4,0,3,9,1,Product Management,"Roadmap Planning, Agile/Scrum, User Research, Data Analysis, Leadership",₹6-60 LPA,"1-2 Months: Product Thinking & Market Research | 3-4 Months: Agile, Roadmapping & User Stories | 5-6 Months: Data-driven Decisions & A/B Testing | 6+ Months: Launch a Product & Build Case Studies"
64,65,4,3,5,2,7,1,3,1,5,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
84,90,4,3,4,5,5,1,4,5,8,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
84,63,2,4,2,0,1,7,9,2,2,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
67,73,2,5,2,4,0,7,7,2,3,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
85,89,4,2,5,2,2,1,2,2,6,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
88,83,2,4,3,1,6,1,6,4,2,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
63,91,2,2,4,0,7,4,8,3,2,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
84,67,3,4,3,5,4,7,8,3,1,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
